"id";"user_id";"product_id";"unit_id";"movement_id";"part_number";"photo";"file_terms";"status";"patrimony_id_1";"patrimony_id_2";"observations";"login_created";"created_at";"login_updated";"updated_at"
"13";"23";"4";"39";"2";"21186N00B8";;"files/2024/11/23-ns-21186n00b8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 09:51:36"
"14";"24";"4";"39";"2";"21189N07E9";;"files/2024/11/24-21189n07e9.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 11:51:02"
"15";"25";"4";"39";"2";"21187N046C";;"files/2024/11/25-21187n046c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 09:41:34"
"16";"26";"4";"39";"2";"21187N047C";;"files/2024/11/26-21187n047c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 09:19:51"
"17";"27";"4";"39";"2";"21188N02D8";;"files/2024/11/27-21188n02d8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 10:51:06"
"18";"28";"4";"39";"2";"21188N02B7";;"files/2024/11/28-21188n02b7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 10:09:49"
"19";"29";"4";"39";"2";"21173N0786";;"files/2024/11/29-21173n0786.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-27 10:29:26"
"20";"34";"4";"40";"2";"21188N02B8";;"files/2024/11/34-21188n02b8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 10:51:13"
"21";"35";"4";"40";"2";"21187N04A4";;"files/2024/11/35-21187n04a4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 10:54:36"
"22";"36";"4";"40";"2";"21182N0C01";;"files/2024/12/36-21182n0c01.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-06 10:23:47"
"23";"1";"4";"22";"1";"21189N07E2";;;"actived";;;"Conferido 11/04/2025";"d788796";"2021-08-01 00:00:00";"x538589";"2025-04-11 17:07:16"
"24";"41";"4";"39";"2";"21188N02D7";;"files/2024/11/41-21188n02d7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 09:10:14"
"25";"1";"4";"22";"1";"21183N0711";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"x538589";"2025-06-04 16:44:50"
"26";"47";"4";"41";"2";"21187N04DB";;"files/2024/12/47-ns-21187n04db.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 15:29:04"
"27";"48";"4";"41";"2";"21187N04B8";;"files/2024/12/48-21187n04b8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 11:59:47"
"28";"49";"4";"41";"2";"21187N0489";;"files/2024/11/49-21187n0489.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 14:41:57"
"29";"50";"4";"41";"2";"21187N0479";;"files/2024/12/50-21187n0479.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 14:26:12"
"30";"61";"4";"42";"2";"21187N04A8";;"files/2024/11/61-ns-21187n04a8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 11:28:35"
"31";"1";"4";"22";"1";"21186N00A6";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2024-10-25 13:50:42"
"32";"63";"4";"42";"2";"21188N0B41";;"files/2025/06/63-fatima-cristina-martins-regado-ns-21188n0b41.pdf";"actived";;;"Constava retirada por Antônio Andrade Barbosa, mas quem trouxe no dia da troca foi Fatima Cristina Martins Regado.";"d788796";"2021-08-01 00:00:00";"x543986";"2025-06-04 14:45:38"
"33";"64";"4";"46";"2";"21187N04D7";;"files/2024/11/64-21187n04d7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 09:55:09"
"34";"67";"4";"42";"2";"21187N048D";;"files/2024/11/67-21187n048d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 15:37:19"
"35";"69";"4";"42";"2";"21188N02A7";;"files/2024/11/69-21188n02a7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 09:10:31"
"36";"65";"4";"42";"2";"21186N00AF";;"files/2024/11/65-21186n00af.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 13:18:34"
"37";"74";"4";"43";"2";"21187N04D1";;"files/2025/07/74-jozimar-dias-de-lima-ns-21187n04d1.pdf";"actived";;;"O termo estava com o nome errado, envio de e-mail para correção e corrigido.";"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-07 11:56:26"
"38";"75";"4";"43";"2";"21187N04C4";;"files/2024/11/75-21187n04c4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 13:12:33"
"39";"78";"4";"43";"2";"21182N0C00";;"files/2024/12/78-21182n0c00.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-04 10:02:11"
"40";"79";"4";"43";"2";"21187N04CC";;"files/2024/11/79-21187n04cc.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 13:52:21"
"41";"80";"4";"43";"2";"21188N0B4A";;"files/2024/11/80-21188n0b4a.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 11:48:44"
"42";"2";"4";"22";"7";"21186N006D";;;"disabled";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-06-18 16:51:11"
"43";"86";"4";"44";"2";"21188N0B6D";;"files/2024/11/86-ns-21188n0b6d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 12:09:26"
"44";"87";"4";"44";"2";"21188N0281";;"files/2024/11/87-21188n0281.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 10:08:58"
"45";"88";"4";"44";"2";"21187N04CD";;"files/2024/11/88-21187n04cd.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-08 09:19:00"
"46";"1";"4";"22";"1";"21183N06C8";;;"actived";;;"Conferido - 15/04/25";"d788796";"2021-08-01 00:00:00";"x500906";"2025-04-15 11:39:41"
"47";"96";"4";"45";"2";"21173N0777";;"files/2024/11/96-21173n0777.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-05 11:35:32"
"48";"97";"4";"45";"2";"21187N0487";;"files/2025/07/97-edison-luis-da-silva-ns-21187n0487.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-02 16:18:07"
"49";"98";"4";"45";"2";"21186N00D3";;"files/2024/11/98-21186n00d3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-04 15:36:28"
"50";"99";"4";"45";"2";"21189N07EA";;"files/2025/07/99-mario-noboru-ueji-ns-21189n07ea.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-07-03 14:51:37"
"51";"1";"4";"22";"1";"21186N007F";;;"actived";;;"Procurar no estoque.";"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-04 10:15:42"
"52";"108";"4";"46";"2";"21187N048C";;"files/2024/11/108-21187n048c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 09:46:37"
"53";"107";"4";"46";"2";"21186N0092";;"files/2024/11/107-21186n0092.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-21 11:54:51"
"54";"110";"4";"46";"2";"21186N0090";;"files/2024/12/110-21186n0090.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-06 15:39:17"
"55";"111";"4";"46";"2";"21187N046D";;"files/2024/11/111-ns-21187n046d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 14:17:47"
"56";"112";"4";"46";"2";"21187N04E4";;"files/2024/11/112-21187n04e4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 14:02:07"
"57";"119";"4";"21";"2";"21181N036E";;"files/2024/11/119-21181n036e.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-29 13:17:51"
"58";"124";"4";"21";"1";"21187N048A";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-03 10:10:49"
"59";"126";"4";"65";"2";"21188N0B6E";;"files/2024/11/126-21188n0b6e.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-11 09:45:40"
"60";"128";"4";"58";"2";"21187N04E3";;"files/2024/12/128-21187n04e3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-05 12:03:21"
"61";"129";"4";"62";"3";"21188N0B78";;;"actived";;;"Usuário Fernando Duarte Guimaraes retirou outra impressora, com ns: 21186N00A1. Termo de empréstimo em anexo. Impressora desaparecida, estava em 2024 com o Fernando. porém ele veio com a impressora do Edson (Atual SELIMP).";"d788796";"2021-08-01 00:00:00";"d788796";"2025-06-30 14:23:16"
"62";"131";"4";"23";"2";"21183N06F9";;"files/2024/12/131-21183n06f9.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 11:23:34"
"63";"134";"4";"56";"2";"21189N0539";;"files/2024/11/134-21189n0539.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 12:37:39"
"64";"166";"4";"47";"2";"21188N0B73";;"files/2025/05/166-wilson-yoshikazu-nagata-ns-21188n0b73.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-05-30 18:23:49"
"65";"177";"4";"47";"2";"21187N04B0";;"files/2024/11/177-21187n04b0.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-07 12:25:19"
"66";"178";"4";"48";"2";"21187N0477";;"files/2024/11/178-21187n0477.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 10:20:44"
"67";"179";"4";"48";"2";"21188N0B45";;"files/2024/11/179-21188n0b45.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 10:23:00"
"68";"180";"4";"48";"2";"21182N0BF2";;"files/2025/07/180-cintia-hiromi-tenguan-ns-21182n0bf2.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-01 10:32:07"
"69";"181";"4";"48";"2";"21187N046E";;"files/2025/06/181-fatima-simoes-pinto-ticiano-ns-21187n046e.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-06-06 12:51:55"
"70";"182";"4";"48";"2";"21186N0096";;"files/2025/01/182-leonardo-blaz-ns-21186n0096.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-01-03 13:55:26"
"71";"183";"4";"48";"2";"21186N00A4";;"files/2024/11/183-ns-21186n00a4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 10:18:13"
"72";"184";"4";"48";"2";"21188N0B3D";;"files/2024/11/184-21188n0b3d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 11:00:31"
"73";"185";"4";"48";"2";"21182N0BF5";;"files/2024/12/185-21182n0bf5.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-06 15:36:56"
"74";"186";"4";"48";"2";"21181N0E31";;"files/2024/11/186-21181n0e31.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 08:48:16"
"75";"187";"4";"48";"2";"21188N02C1";;"files/2024/11/187-21188n02c1.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 15:35:41"
"76";"1";"4";"22";"1";"21187N0483";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-07-04 12:43:46"
"77";"195";"4";"49";"2";"21186N00C7";;"files/2024/11/195-21186n00c7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-04 15:26:01"
"78";"196";"4";"49";"2";"21186N0094";;"files/2024/11/196-21186n0094.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-05 13:47:36"
"79";"204";"4";"50";"2";"21182N0BFC";;"files/2024/11/204-21182n0bfc.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-11 11:41:48"
"80";"205";"4";"50";"2";"21188N02CE";;"files/2024/11/205-21188n02ce.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-11 12:06:26"
"81";"1";"4";"22";"1";"21186N00C9";;;"actived";;;"Conferido em 11/04/2025";"d788796";"2021-08-01 00:00:00";"d788796";"2025-04-11 11:24:42"
"82";"207";"4";"50";"2";"21186N00AB";;"files/2024/11/207-ns-21186n00ab.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-11 12:22:25"
"83";"219";"4";"52";"2";"21187N04B4";;"files/2024/11/219-ns-21187n04b4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 11:31:22"
"84";"220";"4";"52";"2";"21182N0BF6";;"files/2024/11/220-ns-21182n0bf6.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 10:34:48"
"85";"221";"4";"52";"2";"21188N02C8";;"files/2025/01/221-fernando-couto-martins-ns-21188n02c8.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-01-06 12:41:41"
"86";"222";"4";"52";"2";"21182N0BE2";;"files/2025/01/222-luis-alberto-marassi-ns-21182n0be2.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-01-06 13:34:51"
"87";"223";"4";"52";"2";"21182N0BEF";;"files/2024/12/223-ns-21182n0bef.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-16 15:09:46"
"88";"224";"4";"52";"2";"21188N02C3";;"files/2025/01/224-mario-da-silva-ferreira-ns-21188n02c3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-01-06 13:46:02"
"89";"1";"4";"22";"1";"21183N06E9";;;"actived";;;"O servidor Paulo Fernando Maciel RF 7328222, aposentou-se. Falta formatar a impressora e a bateria não carrega.";"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-01 16:54:40"
"90";"229";"4";"52";"2";"21186N006C";;"files/2024/11/229-21186n006c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-21 12:11:49"
"91";"231";"4";"51";"2";"21187N04BA";;"files/2024/11/231-ns-21187n04ba.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 13:50:01"
"92";"232";"4";"51";"2";"21187N0492";;"files/2024/11/232-21187n0492.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 15:15:25"
"93";"233";"4";"51";"2";"21189N07FA";;"files/2024/11/233-21189n07fa.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 15:44:30"
"94";"243";"4";"53";"2";"21187N04D2";;"files/2024/11/243-ns-21187n04d2.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 09:49:15"
"95";"1";"4";"22";"1";"21188N02DF";;;"actived";;;"Conferido - 15/04/25";"d788796";"2021-08-01 00:00:00";"x500906";"2025-04-15 11:14:05"
"96";"1";"4";"22";"1";"21181N0A8E";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"d930735";"2025-05-14 14:55:39"
"97";"248";"4";"53";"2";"21188N027B";;"files/2024/12/248-21188n027b.pdf";"actived";;;"Equipamento entregue sem bateria extra pois foi informado que não recebeu na unidade.

";"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-09 09:02:04"
"98";"251";"4";"53";"2";"21186N00A7";;"files/2024/11/251-ns-21186n00a7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-22 14:26:21"
"99";"261";"4";"54";"2";"21187N04C3";;"files/2024/11/261-21187n04c3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-13 10:18:56"
"100";"490";"4";"54";"2";"21186N00B3";;"files/2025/07/490-rodrigo-de-britto-moreira-ns-21186n00b3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-02 16:30:19"
"101";"262";"4";"54";"2";"21187N04C6";;"files/2024/11/262-21187n04c6.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 08:54:05"
"102";"263";"4";"54";"3";"21182N0BF7";;;"actived";;;;"d788796";"2021-08-01 00:00:00";;"2024-09-26 12:44:44"
"103";"264";"4";"40";"2";"21188N02C5";;"files/2024/11/264-21188n02c5.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 12:29:55"
"104";"1";"4";"22";"1";"21187N046F";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-07-04 13:45:00"
"105";"272";"4";"55";"5";"21187N0474";;"files/2025/06/525-simpress-comercio-locacao-e-servicos-ns-21187n0474.pdf";"actived";;;"A impressora ainda está com o Jose Eduardo Simionato, ticket aberto aguardando tratativa porque a fonte de alimentação FAIRWAY MODEL: VEG20C-120F com cabo foi furtada.";"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-03 09:13:50"
"106";"1";"4";"22";"1";"21186N0071";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-07-04 13:54:36"
"107";"1";"4";"22";"1";"21188N02AA";;;"actived";;;"Conferido - 15/04/25";"d788796";"2021-08-01 00:00:00";"x500906";"2025-04-15 11:20:09"
"108";"269";"4";"55";"2";"21188N0B3C";;"files/2024/11/269-ns-21188n0b3c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 10:14:14"
"109";"270";"4";"55";"2";"21186N009F";;"files/2024/11/270-21186n009f.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 11:12:00"
"110";"265";"4";"55";"2";"21188N02C2";;"files/2025/06/265-hermes-eduardo-rosales-verniano-ns-21188n02c2.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-06-16 14:42:20"
"111";"271";"4";"55";"2";"21188N029A";;"files/2024/11/271-21188n029a.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 11:03:46"
"112";"273";"4";"55";"2";"21186N00A3";;"files/2024/11/273-ns-21186n00a3.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 10:04:47"
"113";"286";"4";"57";"2";"21186N0079";;"files/2025/07/286-daviceli-de-souza-cirino-ns-21186n0079.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-03 09:53:58"
"114";"377";"4";"55";"2";"21186N00B4";;"files/2024/12/377-21186n00b4.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 12:18:47"
"115";"267";"4";"55";"2";"21187N0465";;"files/2024/11/267-21187n0465.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-12 10:01:57"
"116";"281";"4";"56";"2";"21187N0473";;"files/2024/11/281-21187n0473.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 12:31:48"
"117";"282";"4";"56";"2";"21183N06EE";;"files/2024/11/282-ns-21183n06ee.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 12:44:24"
"118";"283";"4";"56";"2";"21181N03BC";;"files/2024/11/283-21181n03bc.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 12:53:53"
"119";"286";"4";"57";"4";"21181N0A94";;;"actived";;;;"d788796";"2021-08-01 00:00:00";"x543986";"2025-07-04 15:23:26"
"120";"287";"4";"57";"2";"21189N07D1";;"files/2024/11/287-21189n07d1.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-05 15:28:18"
"121";"288";"4";"57";"2";"21187N04DA";;"files/2024/12/288-21187n04da.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-09 11:06:52"
"122";"289";"4";"57";"2";"21187N04A2";;"files/2024/11/289-21187n04a2.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-05 14:33:20"
"123";"1";"4";"22";"1";"21188N02B0";;;"actived";;;"Conferido 14/05/2025";"d788796";"2021-08-01 00:00:00";"d930735";"2025-05-14 15:04:35"
"124";"1";"4";"22";"1";"21187N04CB";;;"actived";;;"Conferido 11/04/2025";"d788796";"2021-08-01 00:00:00";"x538589";"2025-04-11 18:34:56"
"125";"292";"4";"57";"2";"21189N0800";;"files/2024/11/292-21189n0800.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-07 11:07:06"
"126";"300";"4";"58";"2";"21187N049B";;"files/2024/12/300-21187n049b.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-04 10:23:50"
"127";"302";"4";"58";"2";"21188N029D";;"files/2024/12/302-21188n029d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-04 10:36:11"
"128";"42";"4";"59";"2";"21188N0280";;"files/2024/12/42-21188n0280.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 12:38:49"
"129";"316";"4";"66";"2";"21182N0C03";;"files/2025/06/316-edgard-minoru-nagano-ns-21182n0c03-1749228784.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"x538589";"2025-06-06 13:53:04"
"130";"1";"4";"22";"1";"21187N04DC";;;"actived";;;"Usuário Orlando Pagano Neto retirou no dia 30/10/2024, a impressora ns: 21188N0B61.";"d788796";"2021-08-01 00:00:00";"x538589";"2025-06-04 17:36:11"
"131";"318";"4";"59";"2";"21188N0B61";;"files/2024/11/318-21188n0b61.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-21 13:55:23"
"132";"317";"4";"59";"2";"21183N06E5";;"files/2024/11/317-21183n06e5.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-19 10:20:28"
"133";"322";"4";"59";"2";"21186N0075";;"files/2024/11/322-21186n0075.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-25 08:53:50"
"134";"295";"4";"57";"2";"21188N02C7";;"files/2024/12/295-21188n02c7.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-02 15:47:00"
"135";"324";"4";"59";"2";"21188N02DE";;;"actived";;;"Consta RETIRADO em 25/11/2024 09h09 - Usuario : Renata Martins Costa Ocdy - Unidade : SUB-PINHEIROS - PI, mas não encontrei o termo na pasta da SUB-PINHEIROS.";"d788796";"2021-08-01 00:00:00";"d788796";"2025-07-03 09:39:11"
"136";"344";"4";"66";"2";"21188N027D";;"files/2024/11/344-21188n027d.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-04 14:53:10"
"137";"346";"4";"66";"2";"21188N02AB";;"files/2024/10/346-21188n02ab.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-10-30 14:46:33"
"138";"347";"4";"66";"2";"21187N04B1";;"files/2024/11/347-21187n04b1.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-04 10:12:08"
"139";"348";"4";"66";"2";"21188N02D5";;"files/2024/11/348-21188n02d5.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-05 10:59:16"
"140";"448";"4";"69";"2";"21188N02E0";;"files/2024/12/448-21188n02e0.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-11 11:25:09"
"141";"350";"4";"66";"2";"21187N0478";;"files/2024/12/350-21187n0478.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-12-05 11:44:32"
"142";"351";"4";"66";"2";"21187N04BE";;"files/2024/11/351-21187n04be.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-04 15:15:34"
"143";"352";"4";"21";"2";"21187N04D5";;"files/2024/11/352-21187n04d5.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-29 13:15:47"
"144";"353";"4";"66";"2";"21187N04E1";;"files/2024/10/353-sae-hoon-lee-21187n04e1.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d930735";"2024-10-16 13:58:16"
"145";"355";"4";"66";"2";"21186N009C";;"files/2024/11/355-21186n009c.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-01 15:47:27"
"146";"356";"4";"66";"2";"21183N06F0";;"files/2024/11/356-ns-21183n06f0.pdf";"actived";;;;"d788796";"2021-08-01 00:00:00";"d827394";"2024-11-08 10:47:07"
